"rom","Name","clone of","pinemHi","tomslogic","superhac","nvrams"
sman_160,"Spider-Man (V1.6)",sman_261,,,,KO!!
sman_160af,"Spider-Man (V1.6 English, French)",sman_261,,,,KO!!
sman_160ai,"Spider-Man (V1.6 English, Italian)",sman_261,,,,KO!!
sman_160al,"Spider-Man (V1.6 English, Spanish)",sman_261,,,,KO!!
sman_160gf,"Spider-Man (V1.6 German, French)",sman_261,,,,KO!!
sman_170,"Spider-Man (V1.7)",sman_261,,,,KO!!
sman_170af,"Spider-Man (V1.7 English, French)",sman_261,,,,KO!!
sman_170ai,"Spider-Man (V1.7 English, Italian)",sman_261,,,,KO!!
sman_170al,"Spider-Man (V1.7 English, Spanish)",sman_261,,,,KO!!
sman_170gf,"Spider-Man (V1.7 German, French)",sman_261,,,,KO!!
sman_190,"Spider-Man (V1.9)",sman_261,,,,KO!!
sman_190af,"Spider-Man (V1.9 English, French)",sman_261,,,,KO!!
sman_190ai,"Spider-Man (V1.9 English, Italian)",sman_261,,,,KO!!
sman_190al,"Spider-Man (V1.9 English, Spanish)",sman_261,,,,KO!!
sman_190gf,"Spider-Man (V1.9 German, French)",sman_261,,,,KO!!
sman_192,"Spider-Man (V1.92)",sman_261,,,,KO!!
sman_192af,"Spider-Man (V1.92 English, French)",sman_261,,,,KO!!
sman_192ai,"Spider-Man (V1.92 English, Italian)",sman_261,,,,KO!!
sman_192al,"Spider-Man (V1.92 English, Spanish)",sman_261,,,,KO!!
sman_192gf,"Spider-Man (V1.92 German, French)",sman_261,,,,KO!!
sman_200,"Spider-Man (V2.0)",sman_261,,,,KO!!
sman_210,"Spider-Man (V2.1)",sman_261,,,,KO!!
sman_210af,"Spider-Man (V2.1 English, French)",sman_261,,,,KO!!
sman_210ai,"Spider-Man (V2.1 English, Italian)",sman_261,,,,KO!!
sman_210al,"Spider-Man (V2.1 English, Spanish)",sman_261,,,,KO!!
sman_210gf,"Spider-Man (V2.1 German, French)",sman_261,,,,KO!!
sman_220,"Spider-Man (V2.2)",sman_261,,,,KO!!
sman_230,"Spider-Man (V2.3)",sman_261,,,,KO!!
sman_240,"Spider-Man (V2.4)",sman_261,,,,KO!!
sman_250,"Spider-Man (V2.5)",sman_261,,,,KO!!
sman_260,"Spider-Man (V2.6)",sman_261,x,,,KO!!
sman_261,"Spider-Man (V2.61)",,x,,x,OK
sman_262,"Spider-Man (V2.62) (MOD with replaced music)",sman_261,x,,,KO!!
smanve_100,"Spider-Man Vault Edition (V1.0)",smanve_101,x,,,OK
smanve_100c,"Spider-Man Vault Edition (V1.0) (Colored MOD)",smanve_101,x,,,KO!!
smanve_101,"Spider-Man Vault Edition (V1.01)",,x,x,x,OK
smanve_101c,"Spider-Man Vault Edition (V1.01) (Colored MOD)",smanve_101,x,x,,OK
smb,"Super Mario Bros.",,x,,x,OK
smb1,"Super Mario Bros. (rev. 1)",smb,x,,,KO!!
smb2,"Super Mario Bros. (rev. 2)",smb,x,,,KO!!
smb3,"Super Mario Bros. (rev. 3)",smb,x,,,OK
smbmush,"Super Mario Bros. Mushroom World",,x,,x,OK
smman,"Six Million Dollar Man, The",,x,x,,OK
smmanb,"Six Million Dollar Man, The (7-digit conversion rev. 20)",smman,x,,,KO!!
smmanc,"Six Million Dollar Man, The (Free Play rev. 3)",smman,x,x,,OK
smmand,"Six Million Dollar Man, The (/10 Scoring Free Play)",smman,x,x,,KO!!
snake,"Snake Machine",,,,,KO!!
snspare1,"Strikes N' Spares (rev. 1)",snspares,,,,KO!!
snspare2,"Strikes N' Spares (rev. 2)",snspares,,,,KO!!
snspares,"Strikes N' Spares (rev. 6)",,,,,OK
sockfp,"Soccer Kings (Free Play)",socrking,,,,KO!!
sockgfp,"Soccer Kings (German Speech, Free Play)",socrking,,,,KO!!
sockifp,"Soccer Kings (Italian Speech, Free Play)",socrking,,,,KO!!
socrkina,"Soccer Kings (alternate set / upper playfield bug)",socrking,,,,KO!!
socrking,"Soccer Kings",,,x,,OK
socrkngg,"Soccer Kings (German Speech)",socrking,,,,KO!!
socrkngi,"Soccer Kings (Italian Speech)",socrking,,,,KO!!
solar_l2,"Solar Fire (L-2)",,x,x,,OK
solaride,"Solar Ride",,x,,,OK
solarwar,"Solar Wars (Sonic)",,,,,KO!!
sonstwar,"Star Wars (Sonic)",,,,,KO!!
sonstwr2,"Star Wars (Sonic, alternate set)",sonstwar,,,,KO!!
sopr107f,"Sopranos, The (1.07 French)",sopranos,x,x,,KO!!
sopr107g,"Sopranos, The (1.07 German)",sopranos,x,x,,KO!!
sopr107i,"Sopranos, The (1.07 Italian)",sopranos,x,x,,KO!!
sopr107l,"Sopranos, The (1.07 Spanish)",sopranos,x,x,,KO!!
sopr204,"Sopranos, The (2.04)",sopranos,x,x,,KO!!
sopr300,"Sopranos, The (3.00)",sopranos,x,x,,KO!!
sopr300f,"Sopranos, The (3.00 French)",sopranos,x,x,,KO!!
sopr300g,"Sopranos, The (3.00 German)",sopranos,x,x,,KO!!
sopr300i,"Sopranos, The (3.00 Italian)",sopranos,x,x,,KO!!
sopr300l,"Sopranos, The (3.00 Spanish)",sopranos,x,x,,KO!!
sopr400,"Sopranos, The (4.00)",sopranos,x,x,,KO!!
sopr400f,"Sopranos, The (4.00 French)",sopranos,x,x,,KO!!
sopr400g,"Sopranos, The (4.00 German)",sopranos,x,x,,KO!!
sopr400i,"Sopranos, The (4.00 Italian)",sopranos,x,x,,KO!!
sopr400l,"Sopranos, The (4.00 Spanish)",sopranos,x,x,,KO!!
soprano3,"Sopranos, The (3.00, alternative sound)",sopranos,x,x,,KO!!
sopranof,"Sopranos, The (5.00 French)",sopranos,x,x,,KO!!
sopranog,"Sopranos, The (5.00 German)",sopranos,x,x,,KO!!
sopranoi,"Sopranos, The (5.00 Italian)",sopranos,x,x,,KO!!
sopranol,"Sopranos, The (5.00 Spanish)",sopranos,x,x,,KO!!
sopranos,"Sopranos, The (5.00)",,x,x,,OK
sorbit,"Super Orbit",,x,,,OK
sorcr_l1,"Sorcerer (L-1)",sorcr_l2,x,x,x,OK
sorcr_l2,"Sorcerer (L-2)",,x,x,,OK
spacecty,"Space City",,,,,KO!!
spacehaw,"Space Hawks",,,,,KO!!
spaceinb,"Space Invaders (7-digit conversion)",spaceinv,x,x,,OK
spaceinv,"Space Invaders",,x,x,,KO!!
spacejam,"Space Jam (3.00)",,x,x,x,OK
spacejm2,"Space Jam (2.00)",spacejam,,,,KO!!
spacejmf,"Space Jam (3.00 French)",spacejam,x,x,,KO!!
spacejmg,"Space Jam (3.00 German)",spacejam,x,x,,KO!!
spacejmi,"Space Jam (3.00 Italian)",spacejam,x,x,,KO!!
spain82,"Spain 82",,,,,KO!!
spcgambl,"Space Gambler",,,,,KO!!
spchawfp,"Space Hawks (Free Play)",spacehaw,,,,KO!!
spcpnthr,"Space Panther",,,,,KO!!
spcpoker,"Space Poker",,,,,KO!!
spcpoker_ekky,"Space Poker (with Ekky sound module)",spcpoker,,,,KO!!
spcridef,"Space Riders (Free Play)",spcrider,,,,KO!!
spcrider,"Space Riders",,,,,KO!!
spcship,"Space Ship",,,,,KO!!
spcteam,"Space Team",,,,,KO!!
spctrai0,"Space Train (old hardware)",spctrain,,,,KO!!
spctrain,"Space Train",,,,,KO!!
speake4a,"Speakeasy (4 Players Free Play)",speakesy,x,,,KO!!
speakes4,"Speakeasy (4 Players)",speakesy,x,x,,OK
speakesa,"Speakeasy (Free Play)",speakesy,x,,,KO!!
speakesy,"Speakeasy",,x,x,,OK
specforc,"Special Force",,x,,,OK
spectr4a,"Spectrum (rev. 4 Free Play)",spectrum,,,,KO!!
spectra,"Spectra IV",,,,,KO!!
spectru4,"Spectrum (rev. 4)",spectrum,x,x,,OK
spectrua,"Spectrum (Free Play)",spectrum,,,,KO!!
spectrum,"Spectrum",,,,,KO!!
spiderm7,"Amazing Spider-Man, The (7-digit conversion)",spidermn,,,,OK
spidermn,"Amazing Spider-Man, The",,x,,,OK
spirit,"Spirit (rev. 2)",,x,,,OK
spirit0,"Spirit",spirit,,,,KO!!
spirit3,"Spirit (rev. 3 MOD)",spirit,,,,KO!!
spirit76,"Spirit of 76",,,,,KO!!
splbn_l0,"Spellbinder (L-0 BETA)",,,,,KO!!
splitsec,"Split Second",,x,x,,OK
splitsfp,"Split Second (Free Play)",splitsec,x,,,KO!!
spookifp,"Spooky (Italian Speech, Free Play)",spooky,,,,KO!!
spooky,"Spooky",,,,,KO!!
spookyfp,"Spooky (Free Play)",spooky,,,,KO!!
spookyi,"Spooky (Italian Speech)",spooky,,,,KO!!
sport2k,"Sport 2000",,,,,KO!!
sprbrafp,"Spring Break (rev. 1 Free Play)",sprbreak,,x,,KO!!
sprbreak,"Spring Break",,x,x,x,OK
sprbrffp,"Spring Break (French Free Play)",sprbreak,,x,,KO!!
sprbrgfp,"Spring Break (German Free Play)",sprbreak,,x,,KO!!
sprbrka,"Spring Break (rev. 1)",sprbreak,,,,KO!!
sprbrkf,"Spring Break (French)",sprbreak,,,,KO!!
sprbrkfp,"Spring Break (Free Play)",sprbreak,,x,,KO!!
sprbrkg,"Spring Break (German)",sprbreak,,,,KO!!
sprbrks,"Spring Break (Single ball game)",sprbreak,x,,,OK
sprbrsfp,"Spring Break (Single ball game, Free Play)",sprbreak,,x,,KO!!
sprbwlfp,"Super Bowl (Free Play)",suprbowl,,,,KO!!
sprk_090,"South Park (0.90 Prototype)",sprk_103,x,,,KO!!
sprk_096,"South Park (0.96 Prototype)",sprk_103,x,,,KO!!
sprk_103,"South Park (1.03)",,x,x,x,OK
spstn_l5,"Space Station (L-5)",,x,x,x,OK
spyhunta,"Spy Hunter (Free Play)",spyhuntr,x,x,,KO!!
spyhuntr,"Spy Hunter",,x,x,x,OK
ss_01,"Scared Stiff (D.01R Prototype, Sound 0.25)",ss_15,x,,,KO!!
ss_01b,"Scared Stiff (D.01R Prototype Coin Play, Sound 0.25)",ss_15,x,,,KO!!
ss_03,"Scared Stiff (0.3 Prototype)",ss_15,x,,,KO!!
ss_11,"Scared Stiff (1.1)",ss_15,,,,KO!!
ss_11s10,"Scared Stiff (1.1, Sound 1.0)",ss_15,,,,KO!!
ss_12,"Scared Stiff (1.2)",ss_15,x,,,KO!!
ss_14,"Scared Stiff (1.4)",ss_15,x,,x,KO!!
ss_15,"Scared Stiff (1.5)",,x,x,,OK
sshooter,"Sharpshooter",,,,,KO!!
sshootr2,"Sharp Shooter II",,,,,KO!!
sshtl_l3,"Space Shuttle (L-3)",sshtl_l7,,,,KO!!
sshtl_l7,"Space Shuttle (L-7)",,x,x,,OK
sshtlzac,"Space Shuttle (Zaccaria)",,,,,KO!!
sshtlzacf,"Space Shuttle (Zaccaria) (Free Play)",sshtlzac,,,,KO!!
sshuttl1,"Space Shuttle (Taito) (alternate set)",sshuttle,,,,KO!!
sshuttle,"Space Shuttle (Taito)",,,,,OK
sst,"Supersonic",,x,x,,KO!!
sstb,"Supersonic (7-digit conversion rev. 20)",sst,x,x,,OK
sstc,"Supersonic (Free Play rev. 3)",sst,,x,,KO!!
sstd,"Supersonic (/10 Scoring Free Play)",sst,,x,,KO!!
ssvc_a26,"Secret Service (2.6)",,x,x,x,OK
ssvc_a42,"Secret Service (4.2, alternate sound)",ssvc_a26,,x,,KO!!
ssvc_b26,"Secret Service (2.6, alternate sound)",ssvc_a26,,x,,KO!!
ssvc_e40,"Secret Service (4.0 Europe)",ssvc_a26,,x,,KO!!
st_120,"Star Trek (Stern) (V1.2)",st_162h,,,,KO!!
st_130,"Star Trek (Stern) (V1.3)",st_162h,,,,KO!!
st_140,"Star Trek (Stern) (V1.4)",st_162h,,,,KO!!
st_140h,"Star Trek (Stern) Limited Edition (V1.4)",st_162h,,,,KO!!
st_141h,"Star Trek (Stern) Limited Edition (V1.41)",st_162h,,,,KO!!
st_142h,"Star Trek (Stern) Limited Edition (V1.42)",st_162h,,,,KO!!
st_150,"Star Trek (Stern) (V1.5)",st_162h,x,,,KO!!
st_150h,"Star Trek (Stern) Limited Edition (V1.5)",st_162h,x,,,KO!!
st_160,"Star Trek (Stern) (V1.6)",st_162h,x,,,KO!!
st_160h,"Star Trek (Stern) Limited Edition (V1.6)",st_162h,x,,,KO!!
st_161,"Star Trek (Stern) (V1.61)",st_162h,x,,,KO!!
st_161c,"Star Trek (Stern) (V1.61) (Colored MOD)",st_162h,x,,,KO!!
st_161h,"Star Trek (Stern) Limited Edition (V1.61)",st_162h,x,x,x,OK
st_161hc,"Star Trek (Stern) Limited Edition (V1.61) (Colored MOD)",st_162h,x,x,,OK
st_162,"Star Trek (Stern) (V1.62)",st_162h,x,x,,OK
st_162c,"Star Trek (Stern) (V1.62) (Colored MOD)",st_162h,x,x,,KO!!
st_162h,"Star Trek (Stern) Limited Edition (V1.62)",,x,x,x,OK
st_162hc,"Star Trek (Stern) Limited Edition (V1.62) (Colored MOD)",st_162h,x,x,,KO!!
starfira,"Star Fire (alternate set)",starfire,,,,KO!!
starfire,"Star Fire",,,,,KO!!
stargat1,"Stargate (rev. 1)",stargate,x,,,OK
stargat2,"Stargate (rev. 2)",stargate,x,,,OK
stargat3,"Stargate (rev. 3)",stargate,x,,,OK
stargat4,"Stargate (rev. 4)",stargate,x,,,OK
stargat5,"Stargate (rev. 5)",stargate,x,,,OK
stargate,"Stargate",,x,,x,OK
stargod,"Star God",,,,,KO!!
stargoda,"Star God (alternate sound)",stargod,,x,,OK
stargodaf,"Star God (alternate sound, Free Play)",stargod,,,,KO!!
stargodf,"Star God (Free Play)",stargod,,,,KO!!
stargzfp,"Star Gazer (Free Play)",stargzr,x,,,KO!!
stargzr,"Star Gazer",,x,x,,OK
stargzrb,"Star Gazer (modified rules rev. 9)",stargzr,x,,,KO!!
starrac7,"Star Race (7-digit conversion)",starrace,x,,,OK
starrace,"Star Race",,x,,,KO!!
stars,"Stars",,x,x,,OK
starsb,"Stars (MOD rev. 103)",stars,,,,KO!!
starsb7,"Stars (MOD rev. 103, 7-digit conversion)",stars,,,,KO!!
starsfp,"Stars (Free Play)",stars,x,x,,KO!!
starshot,"Star Shooter",,,,,KO!!
startreb,"Star Trek (7-digit conversion rev. 20)",startrek,x,x,,OK
startrec,"Star Trek (Free Play rev. 3)",startrek,x,x,,KO!!
startred,"Star Trek (/10 Scoring Free Play)",startrek,x,x,,KO!!
startrek,"Star Trek",,x,x,,KO!!
startrip,"Star Trip",,,,,KO!!
startrp,"Starship Troopers (2.01)",,x,x,x,KO!!
startrp2,"Starship Troopers (2.00)",startrp,x,x,,OK
stest,"Speed Test",,,,,OK
stingrab,"Stingray (MOD rev. 14)",stingray,,,,KO!!
stingray,"Stingray",,x,x,x,OK
stingrfp,"Stingray (Free Play)",stingray,x,x,,KO!!
stk_sprb,"Strikes and Spares (Free Play)",stk_sprs,x,x,,KO!!
stk_sprc,"Strikes and Spares (Free Play+)",stk_sprs,,x,,KO!!
stk_sprs,"Strikes and Spares",,x,x,,OK
stlwr_l2,"Stellar Wars (L-2)",,x,x,,OK
storm,"Storm",,,,,KO!!
strapids,"Shooting the Rapids",,,x,,OK
strapidsf,"Shooting the Rapids (Free Play)",strapids,,,,KO!!
strax_p7,"Star Trax (Domestic Prototype)",,,,,KO!!
strik_d4,"Strike Master (D-4 LED Ghost Fix)",strik_l4,,,,KO!!
strik_l4,"Strike Master (L-4)",,,,,OK
strike,"Strike",,,x,,OK
striker,"Striker",,x,,,OK
strikerf,"Striker (French Speech)",striker,,,,KO!!
strikerg,"Striker (German Speech)",striker,,,,KO!!
strikext,"Striker Xtreme (1.02)",,x,x,,OK
strlt_l1,"Star Light (L-1)",,x,x,x,OK
strngscc,"Strange Science (rev. C)",,,,,KO!!
strngscg,"Strange Science (German)",strngscc,,,,KO!!
strngsci,"Strange Science (rev. A)",strngscc,x,,,OK
strspffp,"Star's Phoenix (French Speech, Free Play)",strsphnx,,,,KO!!
strsphfp,"Star's Phoenix (Italian Speech, Free Play)",strsphnx,,,,KO!!
strsphnf,"Star's Phoenix (French Speech)",strsphnx,,,,KO!!
strsphnx,"Star's Phoenix (Italian Speech)",,,,,KO!!
strxt_fr,"Striker Xtreme (1.02 French)",strikext,x,x,,KO!!
strxt_gr,"Striker Xtreme (1.03 German)",strikext,x,x,,KO!!
strxt_it,"Striker Xtreme (1.02 Italian)",strikext,x,x,,KO!!
strxt_it_100,"Striker Xtreme (1.00 Italian)",strikext,,,,KO!!
strxt_it_101,"Striker Xtreme (1.01 Italian)",strikext,,,,KO!!
strxt_sp,"Striker Xtreme (1.02 Spanish)",strikext,x,x,,KO!!
strxt_uk,"Striker Xtreme (1.01 English)",strikext,x,x,,KO!!
sttng_d1,"Star Trek: The Next Generation (DX-1 LED Ghost Fix)",sttng_l7,,,,KO!!
sttng_d2,"Star Trek: The Next Generation (DX-2 LED Ghost Fix)",sttng_l7,,,,KO!!
sttng_d7,"Star Trek: The Next Generation (DX-7 LED Ghost Fix, Sound L-1)",sttng_l7,,x,,KO!!
sttng_dx,"Star Trek: The Next Generation (DX-7 LED Ghost Fix, Special Sound L-1)",sttng_l7,,x,,KO!!
sttng_g7,"Star Trek: The Next Generation (LG-7 German)",sttng_l7,x,,,KO!!
sttng_h7,"Star Trek: The Next Generation (HG-7 LED Ghost Fix)",sttng_l7,,,,KO!!
sttng_l1,"Star Trek: The Next Generation (LX-1)",sttng_l7,x,,,KO!!
sttng_l2,"Star Trek: The Next Generation (LX-2)",sttng_l7,x,,,KO!!
sttng_l3,"Star Trek: The Next Generation (LX-3)",sttng_l7,,,,KO!!
sttng_l5,"Star Trek: The Next Generation (LX-5)",sttng_l7,,,,KO!!
sttng_l7,"Star Trek: The Next Generation (LX-7, Sound L-1)",,x,x,x,OK
sttng_l7c,"Star Trek: The Next Generation (LX-7C Competition MOD)",sttng_l7,,x,,KO!!
sttng_p4,"Star Trek: The Next Generation (P-4 Prototype)",sttng_l7,x,,,KO!!
sttng_p5,"Star Trek: The Next Generation (P-5 Prototype)",sttng_l7,x,,,KO!!
sttng_p6,"Star Trek: The Next Generation (P-6 LED Ghost Fix)",sttng_l7,,,,KO!!
sttng_p8,"Star Trek: The Next Generation (P-8 Prototype)",sttng_l7,,,,KO!!
sttng_x7,"Star Trek: The Next Generation (LX-7, Special Sound L-1)",sttng_l7,x,x,,KO!!
sttng_x8,"Star Trek: The Next Generation (LX-8 MOD, Special Sound L-1)",sttng_l7,,,,KO!!
stwr_101,"Star Wars (1.01)",stwr_104,,x,,KO!!
stwr_102,"Star Wars (1.02)",stwr_104,x,x,,KO!!
stwr_103,"Star Wars (1.03, Display 1.05)",stwr_104,x,x,,KO!!
stwr_104,"Star Wars (1.04 20th Anniversary)",,x,x,,OK
stwr_106,"Star Wars (1.06 20th Anniversary)",stwr_104,x,x,,KO!!
stwr_107,"Star Wars (1.07 20th Anniversary)",stwr_104,x,x,,OK
stwr_107s,"Star Wars (1.07 20th Anniversary, Spanish)",stwr_104,x,,,KO!!
stwr_a046,"Star Wars (1.03, Display A0.46)",stwr_104,,,,KO!!
stwr_a14,"Star Wars (1.03, Display 1.04)",stwr_104,x,x,x,OK
stwr_e12,"Star Wars (1.02 English)",stwr_104,x,,,KO!!
stwr_g11,"Star Wars (1.01 German)",stwr_104,x,,,KO!!
superdix,"Super Dixieland (Bingo)",,,,,KO!!
superman,"Superman",,,,,OK
suprbowl,"Super Bowl",,,x,,OK
suprnova,"Super Nova",,,,,KO!!
suprpick,"Super Picker",,,,,KO!!
sureshot,"Sure Shot",,,,,KO!!
surfnsaf,"Surf 'n Safari",,x,x,x,OK
swrds_l1,"Swords of Fury (L-1)",swrds_l2,,,,KO!!
swrds_l2,"Swords of Fury (L-2)",,x,x,,OK
swrds_lg2,"Swords of Fury (LG-2 German)",swrds_l2,,,,KO!!
swtril30,"Star Wars Trilogy Special Edition, The (3.00)",swtril43,,x,,KO!!
swtril41,"Star Wars Trilogy Special Edition, The (4.01)",swtril43,x,x,x,KO!!
swtril43,"Star Wars Trilogy Special Edition, The (4.03)",,x,x,,OK
sys1test,"System 1 'T' Test Fixture",,,,,KO!!
szone_l2,"Strike Zone (Shuffle) (L-2)",szone_l5,,,,KO!!
szone_l5,"Strike Zone (Shuffle) (L-5)",,,,,KO!!
t2_d2,"Terminator 2: Judgement Day (D-2 LED Ghost Fix)",t2_l8,,,,KO!!
t2_d3,"Terminator 2: Judgement Day (D-3 LED Ghost Fix)",t2_l8,,,,KO!!
t2_d4,"Terminator 2: Judgement Day (D-4 LED Ghost Fix)",t2_l8,,,,KO!!
t2_d6,"Terminator 2: Judgement Day (D-6 LED Ghost Fix)",t2_l8,,,,KO!!
t2_d8,"Terminator 2: Judgement Day (D-8 LED Ghost Fix)",t2_l8,,x,,KO!!
t2_f19,"Terminator 2: Judgement Day (FreeWPC 0.19)",t2_l8,,,,KO!!
t2_f20,"Terminator 2: Judgement Day (FreeWPC 0.20)",t2_l8,,,,KO!!
t2_f32,"Terminator 2: Judgement Day (FreeWPC 0.32)",t2_l8,,,,KO!!
t2_l2,"Terminator 2: Judgement Day (L-2)",t2_l8,x,,,KO!!
t2_l3,"Terminator 2: Judgement Day (L-3)",t2_l8,x,,,KO!!
t2_l4,"Terminator 2: Judgement Day (L-4)",t2_l8,x,,,KO!!
t2_l6,"Terminator 2: Judgement Day (L-6)",t2_l8,x,,,KO!!
t2_l8,"Terminator 2: Judgement Day (L-8)",,x,x,x,OK
t2_l81,"Terminator 2: Judgement Day (L-81 Attract Sound patch)",t2_l8,x,x,,KO!!
t2_l82,"Terminator 2: Judgement Day (L-82 Attract Score patch)",t2_l8,x,x,,KO!!
t2_l83,"Terminator 2: Judgement Day (L-83 Profanity, bugfix/MOD, LED Ghost Fix)",t2_l8,,x,,KO!!
t2_l84,"Terminator 2: Judgement Day (L-84 Profanity, bugfix/MOD, LED Ghost Fix)",t2_l8,,x,,KO!!
t2_p2f,"Terminator 2: Judgement Day (P-2F Profanity)",t2_l8,x,,,OK
t2_p2g,"Terminator 2: Judgement Day (P-2G Profanity, LED Ghost Fix)",t2_l8,,,,KO!!
taf_d1,"Addams Family, The (D-1 LED Ghost Fix)",taf_l5,,,,KO!!
taf_d2,"Addams Family, The (D-2 LED Ghost Fix)",taf_l5,,,,KO!!
taf_d3,"Addams Family, The (D-3 LED Ghost Fix)",taf_l5,,,,KO!!
taf_d4,"Addams Family, The (D-4 LED Ghost Fix)",taf_l5,,,,KO!!
taf_d5,"Addams Family, The (D-5 LED Ghost Fix)",taf_l5,,x,,KO!!
taf_d6,"Addams Family, The (D-6 LED Ghost Fix)",taf_l5,,x,,KO!!
taf_d7,"Addams Family, The (L-5 Prototype D-7 LED Ghost Fix)",taf_l5,,x,,KO!!
taf_h4,"Addams Family, The (H-4)",taf_l5,x,x,,OK
taf_i4,"Addams Family, The (I-4 LED Ghost Fix)",taf_l5,,x,,KO!!
taf_l1,"Addams Family, The (L-1)",taf_l5,x,,,KO!!
taf_l2,"Addams Family, The (L-2)",taf_l5,x,,,KO!!
taf_l3,"Addams Family, The (L-3)",taf_l5,x,,,KO!!
taf_l4,"Addams Family, The (L-4)",taf_l5,x,,,KO!!
taf_l5,"Addams Family, The (L-5)",,x,x,,OK
taf_l5c,"Addams Family, The (L-5C Competition + LED Ghost MOD)",taf_l5,,x,,KO!!
taf_l6,"Addams Family, The (L-6)",taf_l5,x,x,,OK
taf_l7,"Addams Family, The (L-5 Prototype L-7)",taf_l5,x,x,x,OK
taf_p2,"Addams Family, The (P-2 Prototype)",taf_l5,x,,,KO!!
taf_p3,"Addams Family, The (P-3 Prototype LED Ghost Fix)",taf_l5,,,,KO!!
tafg_da2,"Addams Family Special Collectors Edition, The (DA-2 LED Ghost Fix)",tafg_lx3,,,,KO!!
tafg_da3,"Addams Family Special Collectors Edition, The (DA-3 LED Ghost Fix)",tafg_lx3,,,,KO!!
tafg_dx3,"Addams Family Special Collectors Edition, The (DX-3 LED Ghost Fix)",tafg_lx3,,x,,KO!!
tafg_h3,"Addams Family Special Collectors Edition, The (H-3)",tafg_lx3,x,,,OK
tafg_i3,"Addams Family Special Collectors Edition, The (I-3 LED Ghost Fix)",tafg_lx3,,,,KO!!
tafg_la2,"Addams Family Special Collectors Edition, The (LA-2)",tafg_lx3,x,,,KO!!
tafg_la3,"Addams Family Special Collectors Edition, The (LA-3)",tafg_lx3,x,,,KO!!
tafg_lx3,"Addams Family Special Collectors Edition Gold, The (LX-3)",,x,x,,OK
tagteam,"Tag-Team Pinball",,x,x,x,OK
tagteam2,"Tag-Team Pinball (rev. 2)",tagteam,x,x,,OK
tagteamg,"Tag-Team Pinball (German)",tagteam,,,,KO!!
tagtem2f,"Tag-Team Pinball (rev. 2 Free Play)",tagteam,,x,,KO!!
tagtemfp,"Tag-Team Pinball (Free Play)",tagteam,,x,,KO!!
tagtmgfp,"Tag-Team Pinball (German Free Play)",tagteam,,x,,KO!!
taitest,"Taito Test Fixture",,,,,KO!!
takefive,"Take Five",,,,,KO!!
taurs_l1,"Taurus (Shuffle) (L-1)",,,,,KO!!
taxi_l3,"Taxi (Marilyn) (L-3)",taxi_l4,x,,,KO!!
taxi_l4,"Taxi (Lola) (L-4)",,x,x,x,OK
taxi_l5c,"Taxi (Lola) (L-5C Competition MOD)",taxi_l4,,,,KO!!
taxi_l5cm,"Taxi (Marilyn) (L-5C Competition MOD)",taxi_l4,,,,OK
taxi_lg1,"Taxi (Marilyn) (LG-1 German)",taxi_l4,x,,,KO!!
taxi_lu1,"Taxi (Marilyn) (LU-1 Europe)",taxi_l4,,,,KO!!
taxi_p5,"Taxi (P-5 Prototype)",taxi_l4,,,,KO!!
tdawg_l1,"Top Dawg (Shuffle) (L-1)",,,,,KO!!
teedoff,"Tee'd Off",,x,,x,OK
teedoff1,"Tee'd Off (rev. 1)",teedoff,x,,,OK
teedoff3,"Tee'd Off (rev. 3)",teedoff,x,,,OK
term3,"Terminator 3: Rise of the Machines (4.00)",,x,x,,OK
term3_2,"Terminator 3: Rise of the Machines (2.05)",term3,x,,,KO!!
term3_3,"Terminator 3: Rise of the Machines (3.01)",term3,x,,,KO!!
term3f,"Terminator 3: Rise of the Machines (4.00 French)",term3,x,,,KO!!
term3f_2,"Terminator 3: Rise of the Machines (2.05 French)",term3,x,,,KO!!
term3f_3,"Terminator 3: Rise of the Machines (3.01 French)",term3,x,,,KO!!
term3g,"Terminator 3: Rise of the Machines (4.00 German)",term3,x,,,KO!!
term3g_3,"Terminator 3: Rise of the Machines (3.01 German)",term3,x,,,KO!!
term3i,"Terminator 3: Rise of the Machines (4.00 Italian)",term3,x,,,KO!!
term3i_2,"Terminator 3: Rise of the Machines (2.05 Italian)",term3,x,,,KO!!
term3i_3,"Terminator 3: Rise of the Machines (3.01 Italian)",term3,x,,,KO!!
term3l,"Terminator 3: Rise of the Machines (4.00 Spanish)",term3,x,,,KO!!
term3l_2,"Terminator 3: Rise of the Machines (2.05 Spanish)",term3,x,,,KO!!
term3l_3,"Terminator 3: Rise of the Machines (3.01 Spanish)",term3,x,,,KO!!
terrlake,"Terrific Lake",,,,,KO!!
tf95_12,"WPC Test Fixture: WPC-95 (1.2)",,,,,KO!!
tf_088h,"Transformers Limited Edition (V0.88)",tf_180h,,,,KO!!
tf_100h,"Transformers Limited Edition (V1.0)",tf_180h,,,,KO!!
tf_120,"Transformers (V1.2)",tf_180h,,,,KO!!
tf_120h,"Transformers Limited Edition (V1.2)",tf_180h,,,,KO!!
tf_130h,"Transformers Limited Edition (V1.3)",tf_180h,,,,KO!!
tf_140,"Transformers (V1.4)",tf_180h,,,,KO!!
tf_140h,"Transformers Limited Edition (V1.4)",tf_180h,,,,KO!!
tf_150,"Transformers (V1.5)",tf_180h,,,,KO!!
tf_150h,"Transformers Limited Edition (V1.5)",tf_180h,,,,KO!!
